aluminium,flouride,bacteria,viruses,uranium,is_safe
0.55,0.96,0.11,0.001,0.06,1
1.08,0.87,0.9,0.9,0.02,1
0.41,0.9,0.98,0.98,0.04,1
0.54,0.83,0.21,0.002,0.08,1
0.92,0.96,0.84,0.84,0.02,1
3.35,0.93,0.62,0.62,0.02,0
2.72,0.34,0.94,0.94,0.04,0
2.48,1.37,0.94,0.94,0.03,0
1.61,1.21,0.73,0.73,0.01,0
4.33,0.77,0.52,0.52,0.06,0
3.95,0.65,1.0,1.0,0.04,0
2.97,0.8,0.1,0.003,0.01,1
0.32,0.54,0.01,0.0,0.06,1
2.91,0.57,0.71,0.71,0.0,1
4.56,0.44,0.84,0.84,0.05,0
1.37,0.8,0.37,0.002,0.01,1
4.72,0.82,0.54,0.54,0.05,1
0.31,0.16,0.89,0.89,0.08,1
1.37,1.35,0.63,0.63,0.05,1
1.76,1.39,0.09,0.005,0.05,0
2.33,0.74,0.48,0.001,0.08,1
4.74,0.92,0.14,0.006,0.06,1
2.54,0.04,0.82,0.82,0.04,0
4.61,1.09,0.14,0.005,0.01,1
1.2,1.06,0.55,0.55,0.04,1
1.28,0.66,0.54,0.54,0.05,1
1.99,1.17,0.62,0.62,0.02,0
3.75,1.01,0.61,0.61,0.05,0
4.69,1.4,0.55,0.55,0.04,0
3.48,1.38,0.13,0.008,0.0,1
1.79,0.25,0.64,0.64,0.04,1
3.62,1.24,0.83,0.83,0.09,1
0.77,1.38,0.89,0.89,0.02,0
1.19,0.78,0.89,0.89,0.09,1
4.13,0.92,0.02,0.006,0.04,0
3.75,0.55,0.14,0.006,0.07,0
3.48,1.43,0.97,0.97,0.0,1
0.34,1.26,0.42,0.005,0.05,0
1.35,1.4,0.41,0.008,0.08,1
2.41,1.4,0.94,0.94,0.07,0
2.63,1.18,0.56,0.56,0.06,1
3.14,0.37,0.74,0.74,0.03,1
3.54,0.13,0.97,0.97,0.08,1
0.43,0.07,0.74,0.74,0.06,1
2.09,0.75,0.82,0.82,0.01,0
0.56,1.32,0.0,0.0,0.06,1
1.81,0.96,0.0,0.0,0.07,1
0.23,1.03,0.0,0.0,0.08,0
4.1,1.31,0.0,0.0,0.0,1
3.47,1.1,0.0,0.0,0.01,1
3.76,1.06,0.0,0.0,0.09,0
2.99,0.89,0.0,0.0,0.03,0
3.11,1.48,0.0,0.0,0.08,0
4.27,0.82,0.0,0.0,0.07,1
0.76,0.62,0.0,0.0,0.03,1
0.18,0.85,0.0,0.0,0.05,0
0.69,0.38,0.0,0.0,0.04,1
3.85,0.53,0.0,0.0,0.07,1
0.36,0.64,0.0,0.0,0.06,1
1.97,0.13,0.0,0.0,0.02,0
4.59,1.45,0.0,0.0,0.09,1
4.33,0.43,0.0,0.0,0.06,0
3.72,1.5,0.0,0.0,0.0,0
1.74,0.3,0.0,0.0,0.02,0
2.92,0.27,0.0,0.0,0.08,0
2.94,1.31,0.0,0.0,0.09,0
0.93,1.17,0.0,0.0,0.02,1
0.26,0.51,0.0,0.0,0.0,1
2.66,0.12,0.0,0.0,0.03,0
2.04,1.12,0.0,0.0,0.0,1
4.56,1.04,0.0,0.0,0.07,0
1.54,0.05,0.0,0.0,0.06,1
4.41,0.43,0.0,0.0,0.01,0
1.4,0.05,0.0,0.0,0.03,1
1.21,1.41,0.0,0.0,0.06,0
2.55,0.43,0.0,0.0,0.06,0
1.08,1.36,0.0,0.0,0.06,1
0.81,1.2,0.0,0.0,0.02,1
0.94,0.99,0.0,0.0,0.02,1
0.43,0.22,0.0,0.0,0.06,1
0.32,0.34,0.0,0.0,0.02,1
0.58,0.78,0.0,0.0,0.05,1
0.16,1.1,0.0,0.0,0.0,1
0.45,1.46,0.0,0.0,0.06,1
0.33,0.51,0.0,0.0,0.03,0
0.45,0.62,0.0,0.0,0.02,1
3.2,1.05,0.0,0.0,0.08,1
2.61,0.4,0.0,0.0,0.03,0
1.27,0.83,0.0,0.0,0.04,1
2.17,1.46,0.0,0.0,0.08,0
3.5,0.52,0.0,0.0,0.04,0
4.39,0.75,0.0,0.0,0.07,1
1.86,0.21,0.0,0.0,0.01,1
2.41,0.27,0.0,0.0,0.07,1
1.51,1.42,0.0,0.0,0.04,1
4.8,1.3,0.0,0.0,0.05,0
3.13,0.91,0.0,0.0,0.02,1
0.61,0.89,0.0,0.0,0.06,0
2.85,0.04,0.0,0.0,0.05,1
0.23,0.73,0.0,0.0,0.04,1
2.25,0.27,0.0,0.0,0.09,1
2.54,0.69,0.0,0.0,0.04,1
2.45,1.15,0.0,0.0,0.07,1
3.13,0.53,0.0,0.0,0.09,1
4.55,0.69,0.0,0.0,0.0,0
4.39,1.04,0.0,0.0,0.05,1
4.57,0.49,0.0,0.0,0.06,0
1.55,1.38,0.0,0.0,0.02,1
2.56,0.15,0.0,0.0,0.0,1
0.42,0.48,0.0,0.0,0.03,1
2.13,0.72,0.0,0.0,0.09,1
4.75,0.54,0.0,0.0,0.06,1
4.36,1.48,0.0,0.0,0.04,0
3.93,1.05,0.0,0.0,0.08,1
0.86,0.56,0.0,0.0,0.01,1
0.38,0.51,0.0,0.0,0.03,0
2.06,0.55,0.0,0.0,0.06,1
4.78,0.91,0.0,0.0,0.07,1
3.43,0.26,0.0,0.0,0.04,1
4.81,0.11,0.0,0.0,0.05,1
0.6,0.07,0.0,0.0,0.03,0
4.05,0.03,0.0,0.0,0.04,0
0.48,1.43,0.0,0.0,0.01,1
2.67,0.18,0.0,0.0,0.06,1
3.21,0.63,0.0,0.0,0.02,1
1.16,0.26,0.0,0.0,0.04,0
2.91,0.94,0.0,0.0,0.03,0
0.11,1.31,0.0,0.0,0.06,0
0.78,0.63,0.0,0.0,0.05,0
1.83,1.42,0.0,0.0,0.01,0
3.83,1.08,0.0,0.0,0.02,1
1.1,1.17,0.0,0.0,0.0,0
1.14,0.01,0.0,0.0,0.04,1
0.17,1.32,0.0,0.0,0.09,1
2.27,1.25,0.0,0.0,0.03,1
4.94,1.27,0.0,0.0,0.03,0
1.32,0.92,0.0,0.0,0.08,1
4.76,1.16,0.0,0.0,0.08,0
3.07,0.31,0.0,0.0,0.03,0
1.25,0.15,0.0,0.0,0.01,0
2.89,0.49,0.0,0.0,0.04,1
2.25,0.08,0.0,0.0,0.07,0
4.2,0.53,0.0,0.0,0.08,1
2.29,0.7,0.0,0.0,0.06,1
0.77,0.28,0.0,0.0,0.07,0
0.43,0.47,0.0,0.0,0.06,1
3.08,1.33,0.0,0.0,0.06,0
2.99,0.14,0.0,0.0,0.02,1
1.75,0.59,0.0,0.0,0.06,1
2.03,0.62,0.0,0.0,0.0,0
1.25,0.91,0.0,0.0,0.04,1
1.01,1.4,0.0,0.0,0.07,1
2.97,0.31,0.0,0.0,0.06,0
0.72,0.0,0.0,0.0,0.02,0
1.95,0.45,0.0,0.0,0.04,1
2.61,0.05,0.0,0.0,0.02,0
4.35,0.74,0.0,0.0,0.04,1
3.2,0.95,0.0,0.0,0.07,1
0.85,1.1,0.0,0.0,0.0,1
1.46,1.33,0.0,0.0,0.04,0
3.51,0.33,0.0,0.0,0.08,0
0.05,1.18,0.0,0.0,0.03,1
4.67,0.63,0.0,0.0,0.06,0
2.93,1.15,0.0,0.0,0.03,1
1.98,0.4,0.0,0.0,0.02,0
3.99,0.32,0.0,0.0,0.01,1
1.4,0.65,0.0,0.0,0.04,1
0.31,0.33,0.0,0.0,0.0,1
4.83,0.88,0.0,0.0,0.05,0
0.12,0.66,0.0,0.0,0.04,0
4.36,0.38,0.0,0.0,0.06,1
2.46,0.61,0.0,0.0,0.04,1
3.6,0.21,0.0,0.0,0.01,1
3.88,1.34,0.0,0.0,0.07,1
1.41,0.33,0.0,0.0,0.07,1
0.81,0.11,0.0,0.0,0.08,0
1.01,0.21,0.0,0.0,0.05,1
2.91,0.11,0.0,0.0,0.09,1
0.42,0.52,0.0,0.0,0.01,1
1.68,0.59,0.0,0.0,0.08,0
2.46,0.01,0.0,0.0,0.08,0
0.29,1.41,0.0,0.0,0.02,1
1.7,1.35,0.0,0.0,0.06,1
4.36,0.52,0.0,0.0,0.01,1
3.18,0.98,0.0,0.0,0.05,1
0.19,1.33,0.0,0.0,0.03,1
2.73,0.48,0.0,0.0,0.06,1
2.98,0.25,0.0,0.0,0.09,0
3.53,0.5,0.0,0.0,0.04,0
3.31,1.23,0.0,0.0,0.01,0
3.65,0.92,0.0,0.0,0.05,1
2.91,1.19,0.0,0.0,0.06,1
4.24,1.34,0.0,0.0,0.08,0
2.24,1.05,0.0,0.0,0.07,1
1.86,1.47,0.0,0.0,0.01,1
3.07,0.0,0.0,0.0,0.01,0
0.53,0.07,0.0,0.0,0.01,1
1.18,0.61,0.0,0.0,0.07,0
4.98,0.94,0.0,0.0,0.02,1
1.16,0.28,0.0,0.0,0.08,1
1.06,0.32,0.0,0.0,0.02,1
1.27,1.35,0.0,0.0,0.07,1
4.13,0.08,0.0,0.0,0.09,1
3.82,0.64,0.0,0.0,0.05,1
3.52,1.03,0.0,0.0,0.0,1
4.19,1.4,0.0,0.0,0.06,1
1.9,1.34,0.0,0.0,0.08,0
3.47,1.48,0.0,0.0,0.08,1
1.24,0.69,0.0,0.0,0.04,0
0.5,1.32,0.0,0.0,0.0,1
0.03,0.88,0.0,0.0,0.06,1
0.31,0.61,0.0,0.0,0.05,1
0.49,1.03,0.0,0.0,0.06,1
4.76,0.12,0.0,0.0,0.01,1
3.42,1.43,0.0,0.0,0.04,1
1.91,0.51,0.0,0.0,0.05,0
3.79,0.25,0.0,0.0,0.02,1
0.06,0.93,0.0,0.0,0.02,1
1.72,0.93,0.0,0.0,0.02,1
0.6,0.45,0.0,0.0,0.07,1
4.55,1.18,0.0,0.0,0.01,1
3.44,1.23,0.0,0.0,0.07,0
2.25,0.26,0.0,0.0,0.0,1
0.67,0.9,0.0,0.0,0.05,1
4.5,0.05,0.0,0.0,0.03,0
0.73,0.12,0.0,0.0,0.02,0
4.27,1.25,0.0,0.0,0.02,1
2.16,0.47,0.0,0.0,0.07,1
3.47,0.78,0.0,0.0,0.03,1
1.57,0.57,0.0,0.0,0.03,0
2.66,0.48,0.0,0.0,0.07,1
4.87,0.92,0.0,0.0,0.01,1
3.88,1.23,0.0,0.0,0.04,1
0.34,0.86,0.0,0.0,0.03,1
0.02,0.47,0.0,0.0,0.02,1
0.93,0.45,0.0,0.0,0.06,1
1.62,0.67,0.0,0.0,0.01,0
4.79,1.0,0.0,0.0,0.02,0
4.07,1.06,0.0,0.0,0.07,0
3.67,0.66,0.0,0.0,0.07,1
2.74,1.39,0.0,0.0,0.07,1
2.36,0.95,0.0,0.0,0.04,1
3.57,1.19,0.0,0.0,0.06,0
2.72,1.37,0.0,0.0,0.01,1
3.54,0.91,0.0,0.0,0.01,1
2.02,1.04,0.0,0.0,0.0,0
0.52,1.05,0.0,0.0,0.05,1
2.46,0.95,0.0,0.0,0.02,1
0.18,1.09,0.0,0.0,0.01,1
2.5,0.39,0.0,0.0,0.06,1
2.36,0.28,0.0,0.0,0.08,1
0.35,0.2,0.0,0.0,0.01,0
2.48,0.57,0.0,0.0,0.0,1
0.68,1.36,0.0,0.0,0.04,1
3.49,0.54,0.0,0.0,0.0,0
3.72,0.54,0.0,0.0,0.03,1
4.11,0.06,0.0,0.0,0.06,0
4.76,1.22,0.0,0.0,0.08,1
2.54,0.72,0.0,0.0,0.02,1
4.57,0.3,0.0,0.0,0.06,0
0.91,0.07,0.0,0.0,0.04,1
3.64,0.04,0.0,0.0,0.06,0
0.42,0.76,0.0,0.0,0.03,1
1.07,0.61,0.0,0.0,0.06,0
4.32,0.86,0.0,0.0,0.02,1
4.4,1.13,0.0,0.0,0.05,0
0.44,0.78,0.0,0.0,0.05,1
4.62,0.02,0.0,0.0,0.02,0
3.5,0.73,0.0,0.0,0.08,1
0.75,1.31,0.0,0.0,0.03,1
1.71,1.47,0.0,0.0,0.01,0
3.26,0.04,0.0,0.0,0.07,1
2.76,0.71,0.0,0.0,0.02,1
0.75,1.06,0.0,0.0,0.08,1
4.55,1.13,0.0,0.0,0.03,1
1.12,0.63,0.0,0.0,0.07,1
3.42,0.36,0.0,0.0,0.0,0
0.99,1.41,0.0,0.0,0.04,1
3.71,0.43,0.0,0.0,0.07,1
3.56,0.03,0.0,0.0,0.0,1
1.5,1.02,0.0,0.0,0.02,1
0.56,1.39,0.0,0.0,0.0,1
1.05,1.01,0.0,0.0,0.06,1
4.96,1.14,0.0,0.0,0.09,1
0.22,1.49,0.0,0.0,0.06,1
2.53,0.98,0.0,0.0,0.02,0
1.85,0.03,0.0,0.0,0.05,0
3.28,0.33,0.0,0.0,0.06,1
3.92,1.35,0.0,0.0,0.07,1
4.19,0.28,0.0,0.0,0.08,1
2.75,1.43,0.0,0.0,0.0,1
2.82,1.24,0.0,0.0,0.03,1
3.72,1.27,0.0,0.0,0.04,0
1.34,0.8,0.0,0.0,0.07,1
3.77,0.73,0.0,0.0,0.09,0
0.6,1.44,0.0,0.0,0.05,0
3.45,1.42,0.0,0.0,0.09,1
2.58,0.27,0.0,0.0,0.05,1
4.2,0.63,0.0,0.0,0.08,0
2.64,1.37,0.0,0.0,0.0,1
2.72,1.44,0.0,0.0,0.05,1
4.69,0.08,0.0,0.0,0.07,1
3.51,1.35,0.0,0.0,0.03,1
3.73,1.02,0.0,0.0,0.02,1
2.17,0.12,0.0,0.0,0.0,1
0.4,0.9,0.0,0.0,0.04,0
0.36,0.72,0.0,0.0,0.09,1
3.68,0.04,0.0,0.0,0.0,1
4.9,0.24,0.0,0.0,0.03,0
3.62,1.33,0.0,0.0,0.03,1
0.15,1.31,0.0,0.0,0.03,1
2.1,1.41,0.0,0.0,0.06,1
0.76,1.25,0.0,0.0,0.08,0
1.34,0.38,0.0,0.0,0.01,1
1.74,0.46,0.0,0.0,0.06,1
0.83,1.01,0.0,0.0,0.01,0
3.68,0.57,0.0,0.0,0.06,1
3.87,0.08,0.0,0.0,0.01,1
0.93,0.63,0.0,0.0,0.01,0
1.32,1.03,0.0,0.0,0.03,1
2.54,0.65,0.0,0.0,0.07,1
0.0,0.69,0.0,0.0,0.04,1
0.16,0.39,0.0,0.0,0.02,1
1.05,0.84,0.0,0.0,0.0,0
0.74,0.7,0.0,0.0,0.02,0
4.93,1.02,0.0,0.0,0.06,0
3.57,0.55,0.0,0.0,0.07,1
4.39,0.05,0.0,0.0,0.03,1
2.59,0.75,0.0,0.0,0.09,1
0.47,1.29,0.0,0.0,0.01,1
4.7,0.94,0.0,0.0,0.07,1
0.39,0.52,0.0,0.0,0.08,0
1.13,0.27,0.0,0.0,0.05,1
3.78,1.07,0.0,0.0,0.0,0
0.28,1.49,0.0,0.0,0.07,1
4.4,0.82,0.0,0.0,0.07,1
4.45,1.14,0.0,0.0,0.01,0
0.27,1.17,0.0,0.0,0.04,0
1.48,0.44,0.0,0.0,0.08,0
0.8,0.02,0.0,0.0,0.04,1
3.59,0.02,0.0,0.0,0.06,1
0.99,0.62,0.0,0.0,0.02,0
1.69,0.33,0.0,0.0,0.02,1
0.79,0.47,0.0,0.0,0.08,0
4.51,1.33,0.0,0.0,0.01,1
2.1,0.78,0.0,0.0,0.01,0
3.41,0.62,0.0,0.0,0.06,0
4.91,1.43,0.0,0.0,0.02,1
1.08,0.21,0.0,0.0,0.04,0
2.84,1.06,0.0,0.0,0.06,0
2.69,0.53,0.0,0.0,0.03,0
3.94,0.11,0.0,0.0,0.09,1
2.7,0.81,0.0,0.0,0.02,0
4.11,1.3,0.0,0.0,0.04,0
0.05,1.16,0.0,0.0,0.06,1
2.72,0.96,0.0,0.0,0.06,1
4.57,0.44,0.0,0.0,0.0,1
1.99,0.58,0.0,0.0,0.09,0
0.28,0.74,0.0,0.0,0.05,0
1.14,0.71,0.0,0.0,0.06,1
4.44,0.49,0.0,0.0,0.05,0
3.83,0.15,0.0,0.0,0.07,0
2.47,1.37,0.0,0.0,0.03,1
2.26,1.48,0.0,0.0,0.08,1
4.33,0.91,0.0,0.0,0.05,1
4.93,0.03,0.0,0.0,0.04,0
3.56,0.65,0.0,0.0,0.01,0
1.7,0.05,0.0,0.0,0.02,0
2.37,0.9,0.0,0.0,0.05,0
1.06,0.99,0.0,0.0,0.01,0
1.41,1.08,0.0,0.0,0.05,0
0.97,0.61,0.0,0.0,0.02,1
0.99,0.11,0.0,0.0,0.02,0
2.41,0.33,0.0,0.0,0.08,0
3.98,0.86,0.0,0.0,0.07,0
0.65,0.98,0.0,0.0,0.08,0
0.27,1.24,0.0,0.0,0.01,0
3.32,1.29,0.0,0.0,0.06,0
1.4,0.58,0.0,0.0,0.08,0
1.93,0.09,0.0,0.0,0.05,0
4.98,1.07,0.0,0.0,0.03,0
2.94,0.54,0.0,0.0,0.02,0
0.66,0.62,0.0,0.0,0.03,0
3.52,1.43,0.0,0.0,0.08,0
2.16,0.34,0.0,0.0,0.01,0
4.93,0.99,0.0,0.0,0.05,0
4.17,0.22,0.0,0.0,0.07,0
0.73,1.0,0.0,0.0,0.08,0
1.2,1.46,0.0,0.0,0.06,0
0.32,0.43,0.0,0.0,0.06,0
4.37,1.44,0.0,0.0,0.08,0
2.41,0.29,0.0,0.0,0.06,0
3.36,1.0,0.0,0.0,0.05,0
1.87,1.35,0.0,0.0,0.08,0
3.47,0.53,0.0,0.0,0.0,0
4.46,0.26,0.0,0.0,0.05,0
4.62,1.41,0.0,0.0,0.0,0
1.74,0.87,0.0,0.0,0.05,0
1.92,0.51,0.0,0.0,0.04,0
2.76,0.91,0.0,0.0,0.08,0
1.68,1.24,0.0,0.0,0.05,0
0.06,0.0,0.0,0.0,0.0,0
4.54,0.55,0.0,0.0,0.04,0
3.57,1.24,0.0,0.0,0.06,0
4.4,0.42,0.0,0.0,0.0,0
2.56,0.4,0.0,0.0,0.05,0
2.39,0.34,0.0,0.0,0.05,0
1.76,0.68,0.0,0.0,0.06,0
3.5,0.51,0.0,0.0,0.07,0
3.42,1.2,0.0,0.0,0.08,0
3.18,1.04,0.0,0.0,0.03,0
0.34,0.36,0.0,0.0,0.02,1
1.56,1.42,0.0,0.0,0.0,1
1.14,1.04,0.0,0.0,0.08,0
0.99,0.52,0.0,0.0,0.05,0
2.73,0.14,0.0,0.0,0.09,0
0.35,0.89,0.0,0.0,0.01,0
0.28,1.33,0.0,0.0,0.08,0
2.6,1.2,0.0,0.0,0.06,0
0.91,0.59,0.0,0.0,0.01,0
4.37,0.66,0.0,0.0,0.01,0
0.29,0.9,0.0,0.0,0.05,0
3.68,0.75,0.0,0.0,0.03,0
3.31,0.1,0.0,0.0,0.07,0
0.47,0.15,0.0,0.0,0.05,0
0.82,1.01,0.0,0.0,0.0,0
0.65,0.83,0.0,0.0,0.08,0
0.63,0.03,0.0,0.0,0.02,0
3.87,1.47,0.0,0.0,0.05,0
2.83,1.28,0.0,0.0,0.08,0
3.67,0.45,0.0,0.0,0.03,0
3.93,0.52,0.0,0.0,0.02,0
4.69,0.02,0.0,0.0,0.09,0
2.3,0.14,0.0,0.0,0.06,0
0.59,0.2,0.0,0.0,0.05,0
4.67,0.32,0.0,0.0,0.01,0
2.55,1.09,0.0,0.0,0.03,0
3.13,0.36,0.0,0.0,0.05,0
3.08,0.61,0.0,0.0,0.02,0
2.9,1.13,0.0,0.0,0.04,0
1.43,0.26,0.0,0.0,0.04,0
2.78,0.13,0.0,0.0,0.06,0
3.07,0.32,0.0,0.0,0.02,0
2.01,1.14,0.0,0.0,0.04,0
2.4,0.52,0.0,0.0,0.01,0
2.5,0.22,0.0,0.0,0.03,0
2.72,1.21,0.0,0.0,0.05,0
1.17,0.5,0.0,0.0,0.02,0
3.35,0.28,0.0,0.0,0.09,0
0.48,0.43,0.0,0.0,0.05,0
1.24,0.3,0.0,0.0,0.0,0
0.9,0.32,0.0,0.0,0.02,1
4.69,0.58,0.0,0.0,0.08,0
0.55,0.68,0.0,0.0,0.01,0
4.8,0.86,0.0,0.0,0.06,0
1.94,0.01,0.0,0.0,0.05,0
3.8,1.09,0.0,0.0,0.01,0
3.37,1.16,0.0,0.0,0.0,1
1.8,0.69,0.0,0.0,0.07,0
0.99,1.29,0.0,0.0,0.02,0
2.71,0.66,0.0,0.0,0.06,0
2.81,0.86,0.0,0.0,0.08,0
0.48,1.25,0.0,0.0,0.07,0
2.68,0.69,0.0,0.0,0.08,0
2.9,0.62,0.0,0.0,0.05,0
0.09,0.68,0.0,0.0,0.04,0
0.93,1.48,0.0,0.0,0.02,0
3.08,0.76,0.0,0.0,0.08,0
2.27,1.42,0.0,0.0,0.05,0
4.96,0.97,0.0,0.0,0.07,0
1.2,0.73,0.0,0.0,0.02,0
4.85,1.49,0.0,0.0,0.0,0
0.52,0.08,0.0,0.0,0.06,0
1.67,1.21,0.0,0.0,0.01,0
2.73,0.87,0.0,0.0,0.01,0
0.14,1.29,0.0,0.0,0.04,0
4.71,0.89,0.0,0.0,0.08,0
2.79,0.73,0.0,0.0,0.05,0
1.84,1.21,0.0,0.0,0.05,0
2.55,1.18,0.0,0.0,0.07,0
3.57,0.26,0.0,0.0,0.04,0
4.2,1.01,0.0,0.0,0.01,1
3.83,0.5,0.0,0.0,0.02,0
1.87,0.29,0.0,0.0,0.04,0
2.96,0.42,0.0,0.0,0.03,0
4.35,0.25,0.0,0.0,0.0,0
3.29,0.76,0.0,0.0,0.08,0
3.58,0.89,0.0,0.0,0.09,0
3.09,0.66,0.0,0.0,0.02,1
2.26,1.06,0.0,0.0,0.04,0
2.52,0.16,0.0,0.0,0.05,0
1.97,0.04,0.0,0.0,0.02,0
1.27,1.27,0.0,0.0,0.07,0
2.17,0.43,0.0,0.0,0.03,0
4.24,1.38,0.0,0.0,0.02,0
4.26,0.5,0.0,0.0,0.03,0
4.12,1.27,0.0,0.0,0.05,0
2.61,1.12,0.0,0.0,0.07,0
3.6,1.29,0.0,0.0,0.08,0
3.99,1.43,0.0,0.0,0.03,0
1.27,0.52,0.0,0.0,0.01,0
0.85,0.53,0.0,0.0,0.03,0
3.36,0.74,0.0,0.0,0.04,0
2.64,0.93,0.0,0.0,0.02,0
3.95,0.01,0.0,0.0,0.02,1
3.2,0.92,0.0,0.0,0.01,0
0.23,0.32,0.0,0.0,0.08,0
3.91,1.39,0.0,0.0,0.05,0
1.3,1.33,0.0,0.0,0.01,0
0.23,0.07,0.0,0.0,0.04,0
2.34,0.61,0.0,0.0,0.08,0
0.12,0.24,0.0,0.0,0.03,1
2.76,0.98,0.0,0.0,0.01,0
4.23,0.36,0.0,0.0,0.07,0
4.39,0.48,0.0,0.0,0.0,0
0.97,1.06,0.0,0.0,0.07,0
2.44,0.37,0.0,0.0,0.0,0
0.95,1.39,0.0,0.0,0.08,0
0.94,0.85,0.0,0.0,0.02,0
2.45,0.09,0.0,0.0,0.05,0
4.96,0.59,0.0,0.0,0.09,0
3.42,1.4,0.0,0.0,0.04,0
3.13,1.16,0.0,0.0,0.08,0
3.74,1.46,0.0,0.0,0.07,0
4.76,1.03,0.0,0.0,0.02,0
3.41,0.65,0.0,0.0,0.02,0
4.51,0.22,0.0,0.0,0.07,0
4.55,0.28,0.0,0.0,0.08,0
0.62,0.44,0.0,0.0,0.04,0
2.74,0.7,0.0,0.0,0.08,0
4.35,0.79,0.0,0.0,0.05,0
2.22,0.82,0.0,0.0,0.01,0
1.37,1.44,0.0,0.0,0.07,0
2.64,1.5,0.0,0.0,0.06,0
5.05,1.39,0.0,0.0,0.08,0
2.65,1.44,0.0,0.0,0.08,0
0.4,1.19,0.0,0.0,0.02,0
3.88,0.78,0.0,0.0,0.03,0
2.95,1.19,0.0,0.0,0.02,0
1.61,1.34,0.0,0.0,0.07,0
4.39,0.96,0.0,0.0,0.04,0
2.28,1.0,0.0,0.0,0.0,0
3.86,0.74,0.0,0.0,0.0,0
2.8,1.43,0.0,0.0,0.01,0
0.86,0.59,0.0,0.0,0.09,0
1.17,1.33,0.0,0.0,0.01,0
4.05,1.04,0.0,0.0,0.03,0
4.13,0.8,0.0,0.0,0.04,0
1.6,1.43,0.0,0.0,0.01,0
2.47,1.0,0.0,0.0,0.06,0
2.61,1.41,0.0,0.0,0.01,0
3.04,0.19,0.0,0.0,0.03,0
1.41,1.04,0.0,0.0,0.08,0
1.48,1.19,0.0,0.0,0.0,0
3.88,0.4,0.0,0.0,0.04,0
1.71,1.45,0.0,0.0,0.01,0
0.52,1.23,0.0,0.0,0.0,0
3.43,1.43,0.0,0.0,0.06,0
0.06,0.82,0.0,0.0,0.04,0
3.67,1.42,0.0,0.0,0.06,0
4.47,1.37,0.0,0.0,0.02,1
3.48,0.49,0.0,0.0,0.02,0
3.7,0.23,0.0,0.0,0.05,0
4.91,1.26,0.0,0.0,0.07,0
2.87,1.26,0.0,0.0,0.06,0
1.1,1.19,0.0,0.0,0.02,0
0.78,0.95,0.0,0.0,0.05,0
1.26,0.88,0.0,0.0,0.07,0
2.2,1.32,0.0,0.0,0.09,0
3.65,0.66,0.0,0.0,0.04,0
2.72,0.7,0.0,0.0,0.05,0
1.78,0.17,0.0,0.0,0.02,0
3.4,0.45,0.0,0.0,0.01,0
0.42,0.87,0.0,0.0,0.04,0
2.16,0.82,0.0,0.0,0.02,1
0.84,1.27,0.0,0.0,0.07,0
1.8,1.25,0.0,0.0,0.04,0
1.04,1.16,0.0,0.0,0.07,0
1.91,0.97,0.0,0.0,0.08,0
4.89,0.36,0.0,0.0,0.06,0
3.14,0.78,0.0,0.0,0.04,0
0.59,0.84,0.0,0.0,0.01,0
0.34,0.37,0.0,0.0,0.08,0
1.77,1.3,0.0,0.0,0.03,0
3.34,0.15,0.0,0.0,0.0,0
2.64,0.14,0.0,0.0,0.01,0
0.27,0.9,0.0,0.0,0.01,0
0.16,0.17,0.0,0.0,0.03,0
2.4,0.82,0.0,0.0,0.05,0
4.09,0.64,0.0,0.0,0.02,0
3.65,0.65,0.0,0.0,0.07,0
3.76,0.54,0.0,0.0,0.0,0
0.66,0.8,0.0,0.0,0.0,0
0.84,0.76,0.0,0.0,0.04,0
3.84,0.21,0.0,0.0,0.05,0
3.1,0.81,0.0,0.0,0.05,0
0.89,0.04,0.0,0.0,0.04,0
2.03,0.62,0.0,0.0,0.05,0
4.23,0.12,0.0,0.0,0.04,0
3.32,0.68,0.0,0.0,0.0,0
0.64,1.33,0.0,1.0,0.08,0
0.41,0.94,0.0,0.002,0.0,0
1.45,1.48,0.0,0.005,0.08,0
1.51,0.79,0.0,0.002,0.02,0
2.07,0.33,0.0,0.5,0.02,0
0.05,1.3,0.0,0.008,0.08,0
0.98,1.05,0.0,0.83,0.07,0
4.05,0.14,0.0,0.66,0.05,0
0.83,1.06,0.0,0.63,0.02,1
4.53,1.44,0.0,0.003,0.04,0
0.76,0.66,0.0,0.006,0.03,1
0.11,1.28,0.0,0.93,0.09,0
0.92,1.49,0.0,0.99,0.03,0
1.49,1.09,0.0,0.008,0.08,0
2.74,0.97,0.0,0.004,0.08,0
1.26,0.13,0.0,0.0,0.02,0
4.41,0.03,0.0,0.001,0.05,0
2.88,1.11,0.0,0.93,0.05,0
2.63,0.63,0.0,0.91,0.06,0
0.62,1.43,0.0,0.75,0.07,0
2.19,0.52,0.0,0.59,0.07,0
0.2,0.96,0.0,0.001,0.01,0
2.06,0.63,0.0,0.003,0.07,0
1.77,0.45,0.0,0.79,0.06,0
2.23,0.48,0.0,0.62,0.02,0
4.43,0.87,0.0,0.61,0.09,0
1.8,0.58,0.0,0.5,0.01,0
1.94,0.13,0.0,0.008,0.04,0
2.95,1.16,0.0,0.005,0.01,0
3.78,1.19,0.0,0.86,0.03,0
3.02,0.57,0.0,0.007,0.09,0
3.9,0.28,0.0,0.0,0.02,0
2.37,1.4,0.0,0.95,0.08,0
4.0,1.43,0.0,0.004,0.03,0
2.11,1.29,0.0,0.64,0.09,0
